session_id,user_id,role,login_hour,login_day,location_change,device_change,failed_logins,session_duration,resource_access_count,sensitive_resource_access,data_volume,message_count,suspicious_url_count,privilege_level,role_change_attempt,after_hours_activity,ip_reputation,behaviour_deviation,transfer_amount,new_external_payees,threat_type
S006380,h.qureshi,sysadmin,12.0,0.0,0.0,0.0,0.0,615.0,6.0,2.0,2964.0,0.0,0.0,5.0,0.0,6.0,0.05,0.7657,0,0.0,normal
S001273,t.banerjee,dba,11.0,0.0,0.0,0.0,0.0,605.0,18.0,6.0,48834.0,0.0,0.0,4.0,0.0,6.0,0.05,0.7061,0,0.0,normal
S000719,l.mathew,manager,8.0,2.0,0.0,0.0,0.0,668.0,5.0,3.0,1508.0,125.0,0.0,3.0,0.0,0.0,0.05,0.6966,0,0.0,normal
S008658,l.mathew,manager,8.0,0.0,0.0,0.0,0.0,684.0,2.0,0.0,241.0,1925.0,0.0,3.0,0.0,0.0,0.05,1.0026,1597400.0,0.0,normal
S000140,s.iyer,teller,8.0,0.0,0.0,0.0,0.0,522.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.05,0.7348,14700.0,0.0,normal
S008824,v.rao,manager,8.0,2.0,0.0,0.0,2.0,646.0,9.0,2.0,2184.0,1139.0,0.0,3.0,0.0,0.0,0.05,1.02,921000.0,0.0,normal
S007287,p.nair,officer,10.0,0.0,0.0,0.0,0.0,582.0,10.0,2.0,992.0,57.0,0.0,2.0,0.0,1.0,0.05,0.8656,115100.0,0.0,normal
S006696,h.qureshi,sysadmin,11.0,4.0,0.0,0.0,0.0,635.0,9.0,6.0,3045.0,0.0,0.0,5.0,0.0,3.0,0.05,0.6757,0,0.0,normal
S008352,r.krishnan,teller,10.0,4.0,0.0,0.0,0.0,512.0,6.0,1.0,104.0,15.0,0.0,1.0,0.0,0.0,0.05,0.7424,55600.0,0.0,normal
S008623,m.d'souza,officer,10.0,4.0,0.0,0.0,0.0,568.0,9.0,4.0,1555.0,22.0,0.0,2.0,0.0,1.0,0.05,0.8908,418300.0,0.0,normal
S006770,d.sharma,analyst,11.0,2.0,0.0,0.0,0.0,555.0,9.0,2.0,13017.0,8.0,0.0,2.0,0.0,2.0,0.05,0.6907,0,0.0,normal
S006520,d.sharma,analyst,10.0,2.0,0.0,0.0,0.0,557.0,12.0,4.0,17830.0,5.0,0.0,2.0,0.0,0.0,0.05,0.6827,0,0.0,normal
S001796,m.d'souza,officer,9.0,3.0,0.0,0.0,0.0,572.0,3.0,2.0,456.0,44.0,0.0,2.0,0.0,0.0,0.05,0.9262,118500.0,0.0,normal
S010064,r.krishnan,teller,1.0,0.0,0.0,0.0,0.0,497.0,5.0,2.0,153.0,2008.0,1.0,1.0,0.0,10.0,0.05,2.909,379100.0,1.0,malicious
S005460,a.fernandes,teller,8.0,0.0,0.0,0.0,0.0,561.0,9.0,1.0,212.0,7.0,0.0,1.0,0.0,0.0,0.05,0.7385,54200.0,0.0,normal
S008170,v.rao,manager,8.0,0.0,0.0,0.0,2.0,605.0,7.0,3.0,1123.0,2315.0,0.0,3.0,0.0,0.0,0.05,1.0475,1183100.0,0.0,normal
S004511,l.mathew,manager,7.0,2.0,0.0,0.0,0.0,694.0,2.0,1.0,683.0,957.0,0.0,3.0,0.0,1.0,0.05,0.7747,989600.0,0.0,normal
S000995,l.mathew,manager,8.0,4.0,0.0,0.0,0.0,664.0,14.0,3.0,3327.0,354.0,0.0,3.0,0.0,0.0,0.05,0.8996,2406900.0,0.0,normal
S006484,n.pillai,domain_admin,10.0,4.0,0.0,0.0,0.0,604.0,12.0,9.0,1131.0,6.0,0.0,6.0,0.0,1.0,0.05,0.6879,0,0.0,normal
S002501,p.nair,officer,9.0,0.0,0.0,0.0,0.0,557.0,3.0,2.0,562.0,40.0,0.0,2.0,0.0,0.0,0.05,0.7844,688800.0,0.0,normal
S005700,p.nair,officer,8.0,3.0,0.0,0.0,1.0,580.0,13.0,5.0,1178.0,33.0,0.0,2.0,0.0,0.0,0.05,0.8327,0,0.0,normal
S001660,h.qureshi,sysadmin,11.0,4.0,0.0,0.0,0.0,644.0,15.0,9.0,7536.0,0.0,0.0,5.0,0.0,1.0,0.05,0.71,0,0.0,normal
S000700,k.venkatesh,analyst,9.0,4.0,0.0,1.0,0.0,577.0,13.0,4.0,19744.0,4.0,0.0,2.0,0.0,0.0,0.05,0.8788,0,0.0,normal
S002877,h.qureshi,sysadmin,12.0,3.0,0.0,0.0,1.0,631.0,13.0,6.0,6510.0,0.0,0.0,5.0,0.0,5.0,0.05,0.826,0,0.0,normal
S005705,a.fernandes,teller,10.0,4.0,0.0,0.0,0.0,563.0,4.0,2.0,164.0,5.0,0.0,1.0,0.0,0.0,0.05,0.8185,24400.0,0.0,normal
S001283,p.nair,officer,9.0,0.0,0.0,0.0,0.0,540.0,4.0,1.0,317.0,14.0,0.0,2.0,0.0,0.0,0.05,0.9406,216000.0,0.0,normal
S008881,h.qureshi,sysadmin,11.0,3.0,0.0,0.0,0.0,609.0,8.0,2.0,2542.0,0.0,0.0,5.0,0.0,1.0,0.05,0.6757,0,0.0,normal
S006210,k.venkatesh,analyst,8.0,1.0,0.0,0.0,0.0,544.0,4.0,1.0,6511.0,3.0,0.0,2.0,0.0,0.0,0.05,1.0084,0,0.0,normal
S000613,d.sharma,analyst,10.0,1.0,0.0,0.0,1.0,551.0,5.0,2.0,8953.0,1.0,0.0,2.0,0.0,0.0,0.05,0.6827,0,0.0,normal
S000580,d.sharma,analyst,9.0,1.0,0.0,0.0,0.0,577.0,14.0,6.0,35472.0,2.0,0.0,2.0,0.0,0.0,0.05,0.7583,0,0.0,normal
S003355,m.d'souza,officer,10.0,2.0,0.0,0.0,0.0,574.0,7.0,4.0,1287.0,42.0,0.0,2.0,0.0,0.0,0.05,0.8137,0,0.0,normal
S000421,d.sharma,analyst,10.0,2.0,0.0,0.0,0.0,577.0,7.0,1.0,11747.0,2.0,0.0,2.0,0.0,0.0,0.05,0.8323,0,0.0,normal
S001076,h.qureshi,sysadmin,11.0,3.0,0.0,0.0,1.0,637.0,3.0,3.0,2000.0,0.0,0.0,5.0,0.0,2.0,0.05,0.7529,0,0.0,normal
S000089,d.sharma,analyst,10.0,1.0,0.0,0.0,0.0,571.0,12.0,3.0,22063.0,6.0,0.0,2.0,0.0,0.0,0.05,0.7966,0,0.0,normal
S006209,v.rao,manager,7.0,3.0,0.0,0.0,1.0,629.0,4.0,1.0,477.0,2218.0,0.0,3.0,0.0,4.0,0.05,0.7897,1884000.0,0.0,normal
S004529,n.pillai,domain_admin,10.0,4.0,0.0,0.0,0.0,607.0,13.0,4.0,1343.0,7.0,0.0,6.0,0.0,1.0,0.05,0.6879,0,0.0,normal
S007493,p.nair,officer,9.0,3.0,0.0,1.0,0.0,575.0,7.0,1.0,400.0,31.0,0.0,2.0,0.0,0.0,0.05,1.1515,247700.0,0.0,normal
S005287,d.sharma,analyst,9.0,1.0,0.0,0.0,1.0,580.0,10.0,4.0,20264.0,1.0,0.0,2.0,0.0,0.0,0.05,0.7907,0,0.0,normal
S008414,h.qureshi,sysadmin,10.0,2.0,0.0,0.0,1.0,646.0,6.0,4.0,3443.0,0.0,0.0,5.0,0.0,1.0,0.05,0.7314,0,0.0,normal
S007771,a.fernandes,teller,9.0,1.0,0.0,0.0,0.0,576.0,9.0,0.0,205.0,7.0,0.0,1.0,0.0,0.0,0.05,0.7709,108700.0,0.0,normal
S000759,p.nair,officer,10.0,4.0,0.0,0.0,0.0,578.0,7.0,2.0,1030.0,77.0,0.0,2.0,0.0,1.0,0.05,0.8001,233500.0,0.0,normal
S008271,r.krishnan,teller,8.0,0.0,0.0,0.0,1.0,510.0,11.0,3.0,232.0,10.0,0.0,1.0,0.0,0.0,0.05,0.7395,36300.0,0.0,normal
S002018,s.iyer,teller,10.0,3.0,0.0,0.0,0.0,505.0,7.0,2.0,132.0,6.0,0.0,1.0,0.0,0.0,0.05,0.8429,71800.0,0.0,normal
S000822,p.nair,officer,8.0,0.0,0.0,0.0,0.0,567.0,8.0,2.0,567.0,0.0,0.0,2.0,0.0,0.0,0.05,1.1104,366700.0,0.0,normal
S006152,t.banerjee,dba,11.0,3.0,0.0,0.0,0.0,605.0,14.0,4.0,40529.0,0.0,0.0,4.0,0.0,4.0,0.05,0.6775,0,0.0,normal
S007313,a.fernandes,teller,9.0,4.0,0.0,0.0,1.0,556.0,5.0,2.0,208.0,5.0,0.0,1.0,0.0,0.0,0.05,0.8162,12900.0,0.0,normal
S006826,d.sharma,analyst,9.0,0.0,0.0,0.0,0.0,548.0,6.0,3.0,14939.0,7.0,0.0,2.0,0.0,0.0,0.05,0.8533,0,0.0,normal
S009293,r.krishnan,teller,10.0,4.0,0.0,0.0,0.0,511.0,5.0,1.0,32.0,1.0,0.0,1.0,0.0,0.0,0.05,0.7424,27800.0,0.0,normal
S004545,h.qureshi,sysadmin,12.0,0.0,0.0,0.0,0.0,634.0,6.0,3.0,1791.0,0.0,0.0,5.0,0.0,3.0,0.05,0.6968,0,0.0,normal
S003831,k.venkatesh,analyst,9.0,2.0,0.0,0.0,0.0,556.0,10.0,4.0,25301.0,6.0,0.0,2.0,0.0,0.0,0.05,0.8227,0,0.0,normal
S009180,k.venkatesh,analyst,9.0,4.0,0.0,0.0,0.0,547.0,5.0,3.0,9367.0,2.0,0.0,2.0,0.0,0.0,0.05,0.6998,0,0.0,normal
S004353,k.venkatesh,analyst,10.0,2.0,0.0,0.0,0.0,540.0,3.0,2.0,5160.0,4.0,0.0,2.0,0.0,0.0,0.05,0.7731,0,0.0,normal
S004642,k.venkatesh,analyst,9.0,2.0,1.0,0.0,0.0,549.0,10.0,2.0,11160.0,4.0,0.0,2.0,0.0,0.0,0.05,0.7015,0,0.0,normal
S009302,s.iyer,teller,9.0,1.0,0.0,0.0,0.0,506.0,12.0,6.0,331.0,2.0,0.0,1.0,0.0,0.0,0.05,1.0625,34500.0,0.0,normal
S010345,p.nair,officer,9.0,4.0,1.0,1.0,0.0,573.0,10.0,2.0,14349.0,31.0,0.0,2.0,0.0,0.0,0.6,1.7871,369000.0,0.0,compromised
S008042,p.nair,officer,10.0,3.0,0.0,0.0,1.0,556.0,4.0,1.0,202.0,10.0,0.0,2.0,0.0,0.0,0.05,0.8968,178200.0,0.0,normal
S000156,s.iyer,teller,9.0,1.0,0.0,0.0,2.0,507.0,2.0,1.0,38.0,7.0,0.0,1.0,0.0,0.0,0.05,0.7871,51700.0,0.0,normal
S004381,n.pillai,domain_admin,9.0,0.0,0.0,0.0,2.0,644.0,5.0,1.0,235.0,9.0,0.0,6.0,0.0,1.0,0.05,0.9459,0,0.0,normal
S004912,d.sharma,analyst,10.0,2.0,0.0,0.0,1.0,575.0,7.0,1.0,13725.0,4.0,0.0,2.0,0.0,0.0,0.05,0.6827,0,0.0,normal
S002531,t.banerjee,dba,10.0,4.0,0.0,0.0,0.0,639.0,6.0,2.0,12672.0,0.0,0.0,4.0,0.0,2.0,0.05,0.6657,0,0.0,normal
S002277,k.venkatesh,analyst,9.0,0.0,0.0,0.0,2.0,572.0,9.0,3.0,11387.0,1.0,0.0,2.0,0.0,0.0,0.05,0.6821,0,0.0,normal
S004075,s.iyer,teller,10.0,2.0,0.0,0.0,0.0,513.0,2.0,0.0,42.0,7.0,0.0,1.0,0.0,0.0,0.05,1.1649,61100.0,0.0,normal
S004687,d.sharma,analyst,10.0,2.0,0.0,0.0,0.0,556.0,14.0,3.0,15728.0,3.0,0.0,2.0,0.0,0.0,0.05,0.6827,0,0.0,normal
S000592,m.d'souza,officer,11.0,0.0,0.0,0.0,0.0,562.0,9.0,3.0,1201.0,62.0,0.0,2.0,0.0,2.0,0.05,0.7069,141700.0,0.0,normal
S000515,a.fernandes,teller,10.0,4.0,0.0,0.0,0.0,580.0,5.0,1.0,149.0,2.0,0.0,1.0,0.0,0.0,0.05,0.6681,67400.0,0.0,normal
S003952,n.pillai,domain_admin,8.0,3.0,0.0,0.0,0.0,623.0,8.0,4.0,650.0,4.0,0.0,6.0,0.0,0.0,0.05,0.7857,0,0.0,normal
S007577,h.qureshi,sysadmin,11.0,3.0,0.0,0.0,0.0,640.0,10.0,5.0,3692.0,0.0,0.0,5.0,1.0,5.0,0.05,0.6942,0,0.0,normal
S006344,n.pillai,domain_admin,9.0,0.0,0.0,0.0,0.0,638.0,10.0,6.0,1377.0,6.0,0.0,6.0,0.0,1.0,0.05,0.7008,0,0.0,normal
S009300,p.nair,officer,9.0,0.0,0.0,0.0,0.0,581.0,10.0,3.0,1345.0,67.0,0.0,2.0,0.0,0.0,0.05,1.0288,706800.0,0.0,normal
S004204,n.pillai,domain_admin,10.0,2.0,0.0,0.0,0.0,609.0,8.0,6.0,619.0,1493.0,0.0,6.0,1.0,2.0,0.05,0.6928,0,0.0,normal
S007081,t.banerjee,dba,10.0,1.0,0.0,0.0,0.0,643.0,12.0,3.0,38762.0,0.0,0.0,4.0,0.0,1.0,0.05,0.6657,0,0.0,normal
S009526,v.rao,manager,8.0,0.0,0.0,0.0,5.0,616.0,7.0,1.0,1600.0,2703.0,0.0,3.0,0.0,0.0,0.05,0.8108,2460400.0,0.0,negligent
S000145,l.mathew,manager,8.0,0.0,0.0,0.0,0.0,686.0,2.0,0.0,744.0,4930.0,0.0,3.0,0.0,0.0,0.05,1.0268,2939200.0,0.0,normal
S004935,h.qureshi,sysadmin,10.0,1.0,0.0,0.0,0.0,630.0,11.0,3.0,4969.0,0.0,0.0,5.0,0.0,2.0,0.05,0.8044,0,0.0,normal
S009974,d.sharma,analyst,10.0,4.0,0.0,0.0,0.0,573.0,14.0,6.0,274923.0,3.0,0.0,2.0,0.0,0.0,0.05,1.5899,0,0.0,malicious
S002866,k.venkatesh,analyst,8.0,0.0,0.0,0.0,0.0,564.0,9.0,3.0,13635.0,5.0,0.0,2.0,0.0,0.0,0.05,0.8569,0,0.0,normal
S001462,k.venkatesh,analyst,9.0,3.0,0.0,0.0,0.0,579.0,10.0,2.0,10226.0,8.0,0.0,2.0,0.0,0.0,0.05,0.6821,0,0.0,normal
S001642,n.pillai,domain_admin,10.0,4.0,0.0,0.0,0.0,602.0,8.0,4.0,685.0,2203.0,0.0,6.0,0.0,1.0,0.05,0.7155,0,0.0,normal
S010417,l.mathew,manager,9.0,1.0,0.0,0.0,0.0,673.0,10.0,7.0,1496.0,3261.0,0.0,3.0,4.0,2.0,0.05,0.8111,2099100.0,0.0,privilege_abuse
S010531,n.pillai,domain_admin,10.0,2.0,0.0,0.0,0.0,634.0,2.0,4.0,385.0,2155.0,0.0,6.0,1.0,1.0,0.05,0.9036,0,0.0,privilege_abuse
S002252,t.banerjee,dba,10.0,2.0,0.0,0.0,0.0,606.0,14.0,7.0,39738.0,0.0,0.0,4.0,1.0,1.0,0.05,0.6657,0,0.0,normal
S001457,k.venkatesh,analyst,10.0,1.0,0.0,0.0,0.0,548.0,8.0,3.0,20485.0,2.0,0.0,2.0,0.0,0.0,0.05,0.7681,0,0.0,normal
S002671,p.nair,officer,9.0,3.0,0.0,0.0,0.0,546.0,11.0,5.0,1424.0,96.0,0.0,2.0,0.0,0.0,0.05,0.762,0,0.0,normal
S003271,r.krishnan,teller,9.0,3.0,0.0,0.0,0.0,515.0,4.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,0.05,0.6802,37000.0,0.0,normal
S009214,h.qureshi,sysadmin,12.0,2.0,0.0,0.0,0.0,643.0,10.0,6.0,6607.0,0.0,0.0,5.0,0.0,4.0,0.05,0.7326,0,0.0,normal
S007050,r.krishnan,teller,10.0,3.0,0.0,0.0,0.0,506.0,7.0,2.0,129.0,12.0,0.0,1.0,0.0,0.0,0.05,0.7385,51400.0,0.0,normal
S009130,n.pillai,domain_admin,9.0,2.0,0.0,0.0,0.0,602.0,3.0,1.0,238.0,8.0,0.0,6.0,0.0,0.0,0.05,0.6897,0,0.0,normal
S006504,m.d'souza,officer,11.0,3.0,0.0,0.0,0.0,543.0,7.0,2.0,1203.0,16.0,0.0,2.0,0.0,1.0,0.05,0.7612,161200.0,0.0,normal
S010548,h.qureshi,sysadmin,11.0,4.0,0.0,0.0,0.0,630.0,12.0,8.0,5770.0,0.0,0.0,5.0,1.0,3.0,0.05,0.8404,0,0.0,privilege_abuse
S007737,l.mathew,manager,8.0,0.0,0.0,0.0,0.0,700.0,14.0,6.0,3086.0,2328.0,0.0,3.0,0.0,0.0,0.05,0.856,266400.0,0.0,normal
S003477,a.fernandes,teller,9.0,3.0,0.0,0.0,0.0,550.0,4.0,2.0,197.0,5.0,0.0,1.0,0.0,0.0,0.05,0.781,17500.0,0.0,normal
S009201,n.pillai,domain_admin,9.0,2.0,0.0,0.0,0.0,639.0,9.0,4.0,776.0,3288.0,0.0,6.0,0.0,1.0,0.05,0.8391,0,0.0,normal
S004140,n.pillai,domain_admin,9.0,3.0,0.0,0.0,1.0,607.0,6.0,4.0,650.0,6.0,0.0,6.0,0.0,0.0,0.05,0.7449,0,0.0,normal
S008531,n.pillai,domain_admin,9.0,2.0,0.0,1.0,0.0,644.0,12.0,6.0,1176.0,542.0,0.0,6.0,0.0,1.0,0.05,0.6897,0,0.0,normal
S008848,k.venkatesh,analyst,9.0,1.0,0.0,0.0,0.0,562.0,9.0,2.0,7579.0,1.0,0.0,2.0,0.0,0.0,0.05,0.6821,0,0.0,normal
S009000,k.venkatesh,analyst,10.0,2.0,0.0,0.0,0.0,550.0,11.0,1.0,16645.0,5.0,0.0,2.0,0.0,0.0,0.05,0.8184,0,0.0,normal
S009458,k.venkatesh,analyst,8.0,4.0,0.0,0.0,0.0,559.0,10.0,1.0,12115.0,1917.0,0.0,2.0,0.0,0.0,0.05,2.393,0,0.0,negligent
S006482,h.qureshi,sysadmin,11.0,6.0,0.0,0.0,2.0,602.0,7.0,3.0,3536.0,0.0,0.0,5.0,0.0,2.0,0.05,0.6757,0,0.0,normal
S000137,k.venkatesh,analyst,8.0,2.0,0.0,0.0,0.0,552.0,10.0,4.0,23414.0,6.0,0.0,2.0,0.0,0.0,0.05,0.8273,0,0.0,normal
S006338,n.pillai,domain_admin,9.0,4.0,0.0,0.0,1.0,628.0,4.0,1.0,167.0,2405.0,0.0,6.0,0.0,0.0,0.05,0.9617,0,0.0,normal
S007251,t.banerjee,dba,10.0,1.0,0.0,0.0,0.0,636.0,18.0,6.0,55388.0,0.0,0.0,4.0,0.0,2.0,0.05,0.7094,0,0.0,normal
S005200,l.mathew,manager,7.0,2.0,0.0,0.0,0.0,680.0,8.0,3.0,2334.0,2587.0,0.0,3.0,0.0,1.0,0.05,0.8504,1422300.0,0.0,normal
S000044,h.qureshi,sysadmin,11.0,3.0,0.0,0.0,0.0,645.0,11.0,5.0,5094.0,0.0,0.0,5.0,0.0,3.0,0.05,0.6757,0,0.0,normal
S003911,l.mathew,manager,9.0,2.0,0.0,0.0,0.0,682.0,8.0,3.0,2099.0,120.0,0.0,3.0,0.0,1.0,0.05,0.721,2230200.0,0.0,normal
S005069,d.sharma,analyst,10.0,0.0,0.0,0.0,2.0,578.0,6.0,1.0,8373.0,1.0,0.0,2.0,0.0,1.0,0.05,0.6827,0,0.0,normal
S009857,m.d'souza,officer,23.0,1.0,0.0,0.0,2.0,566.0,9.0,2.0,795.0,24.0,0.0,2.0,0.0,15.0,0.05,1.9672,9073800.0,2.0,malicious
S005132,n.pillai,domain_admin,10.0,1.0,0.0,0.0,0.0,600.0,3.0,1.0,173.0,1502.0,0.0,6.0,1.0,1.0,0.05,0.8304,0,0.0,normal
S010307,r.krishnan,teller,10.0,4.0,1.0,1.0,2.0,483.0,12.0,5.0,3999.0,1.0,0.0,1.0,0.0,0.0,0.6,1.6143,41400.0,0.0,compromised
S008829,l.mathew,manager,9.0,1.0,0.0,0.0,0.0,799.0,5.0,1.0,862.0,1385.0,0.0,3.0,0.0,2.0,0.05,0.7155,0,0.0,normal
S003607,h.qureshi,sysadmin,10.0,1.0,0.0,0.0,0.0,630.0,11.0,7.0,5286.0,0.0,0.0,5.0,0.0,2.0,0.05,0.7314,0,0.0,normal
S007915,t.banerjee,dba,10.0,0.0,0.0,0.0,0.0,628.0,16.0,7.0,47133.0,0.0,0.0,4.0,0.0,2.0,0.05,0.6657,0,0.0,normal
S007047,m.d'souza,officer,9.0,4.0,0.0,0.0,0.0,580.0,4.0,1.0,287.0,32.0,0.0,2.0,0.0,0.0,0.05,0.9137,0,0.0,normal
S001655,r.krishnan,teller,10.0,3.0,0.0,0.0,0.0,510.0,4.0,1.0,161.0,0.0,0.0,1.0,0.0,0.0,0.05,0.7097,36900.0,0.0,normal
S005625,a.fernandes,teller,10.0,1.0,0.0,0.0,1.0,556.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.05,0.7023,0,0.0,normal
S001726,a.fernandes,teller,9.0,4.0,0.0,0.0,0.0,574.0,9.0,1.0,168.0,2.0,0.0,1.0,0.0,0.0,0.05,0.7497,66800.0,0.0,normal
S004386,d.sharma,analyst,10.0,3.0,0.0,0.0,0.0,579.0,13.0,3.0,22826.0,3.0,0.0,2.0,0.0,0.0,0.05,0.7188,0,0.0,normal
S006411,k.venkatesh,analyst,9.0,1.0,0.0,0.0,0.0,546.0,4.0,0.0,1188.0,3.0,0.0,2.0,0.0,0.0,0.05,0.6821,0,0.0,normal
S003005,h.qureshi,sysadmin,12.0,3.0,0.0,0.0,0.0,615.0,9.0,7.0,5515.0,0.0,0.0,5.0,0.0,4.0,0.05,0.8357,0,0.0,normal
S000791,h.qureshi,sysadmin,11.0,2.0,0.0,0.0,0.0,604.0,10.0,9.0,7198.0,0.0,0.0,5.0,0.0,4.0,0.05,0.7715,0,0.0,normal
S005489,r.krishnan,teller,9.0,1.0,0.0,0.0,0.0,496.0,9.0,2.0,216.0,5.0,0.0,1.0,0.0,0.0,0.05,0.8899,13200.0,0.0,normal
S005678,h.qureshi,sysadmin,11.0,4.0,0.0,0.0,0.0,635.0,4.0,2.0,2327.0,0.0,0.0,5.0,0.0,3.0,0.05,0.6757,0,0.0,normal
S010598,a.fernandes,teller,9.0,2.0,0.0,0.0,0.0,542.0,10.0,7.0,122.0,7.0,0.0,1.0,4.0,0.0,0.05,0.6902,0,0.0,privilege_abuse
S000346,v.rao,manager,9.0,2.0,0.0,0.0,1.0,640.0,5.0,1.0,609.0,0.0,0.0,3.0,0.0,1.0,0.05,0.8522,1208200.0,0.0,normal
S010475,n.pillai,domain_admin,9.0,2.0,0.0,0.0,1.0,640.0,8.0,8.0,749.0,13.0,0.0,6.0,4.0,1.0,0.05,0.6897,0,0.0,privilege_abuse
S006572,r.krishnan,teller,8.0,4.0,0.0,0.0,0.0,510.0,5.0,0.0,107.0,2.0,0.0,1.0,0.0,0.0,0.05,0.724,78400.0,0.0,normal
S005683,p.nair,officer,8.0,4.0,0.0,0.0,0.0,568.0,5.0,1.0,128.0,51.0,0.0,2.0,0.0,0.0,0.05,0.809,489700.0,0.0,normal
S000404,a.fernandes,teller,9.0,1.0,0.0,0.0,0.0,580.0,10.0,3.0,269.0,7.0,0.0,1.0,0.0,0.0,0.05,0.9687,124800.0,0.0,normal
S003766,t.banerjee,dba,10.0,4.0,0.0,0.0,0.0,645.0,6.0,1.0,17869.0,0.0,0.0,4.0,1.0,1.0,0.05,0.7586,0,0.0,normal
S005443,v.rao,manager,8.0,4.0,0.0,0.0,0.0,606.0,10.0,3.0,2092.0,0.0,0.0,3.0,0.0,0.0,0.05,0.7146,539300.0,0.0,normal
S000434,a.fernandes,teller,10.0,2.0,0.0,0.0,0.0,546.0,3.0,2.0,140.0,8.0,0.0,1.0,0.0,0.0,0.05,0.7151,43000.0,0.0,normal
S006855,d.sharma,analyst,10.0,4.0,0.0,0.0,2.0,700.0,8.0,1.0,11726.0,2.0,0.0,2.0,0.0,3.0,0.05,0.6827,0,0.0,normal
S000224,n.pillai,domain_admin,8.0,2.0,0.0,0.0,0.0,628.0,8.0,6.0,872.0,6.0,0.0,6.0,0.0,0.0,0.05,0.8318,0,0.0,normal
S006921,a.fernandes,teller,9.0,0.0,0.0,0.0,0.0,547.0,11.0,3.0,313.0,0.0,0.0,1.0,0.0,0.0,0.05,0.7093,20200.0,0.0,normal
S004768,m.d'souza,officer,10.0,2.0,0.0,0.0,0.0,574.0,7.0,5.0,1201.0,45.0,0.0,2.0,0.0,0.0,0.05,0.8473,194600.0,0.0,normal
S009875,s.iyer,teller,10.0,0.0,0.0,0.0,0.0,487.0,12.0,3.0,272.0,50002.0,1.0,1.0,0.0,0.0,0.05,3.1772,44500.0,0.0,malicious
S008351,p.nair,officer,9.0,2.0,0.0,0.0,0.0,555.0,7.0,2.0,928.0,37.0,0.0,2.0,0.0,0.0,0.05,1.0822,0,0.0,normal
S008237,v.rao,manager,8.0,1.0,0.0,0.0,0.0,603.0,11.0,1.0,1762.0,3051.0,0.0,3.0,0.0,0.0,0.05,0.8065,1193900.0,0.0,normal
S002537,h.qureshi,sysadmin,11.0,5.0,0.0,0.0,0.0,629.0,8.0,3.0,4584.0,0.0,0.0,5.0,0.0,1.0,0.05,0.8365,0,0.0,normal
S002528,l.mathew,manager,8.0,2.0,0.0,0.0,0.0,682.0,4.0,2.0,531.0,0.0,0.0,3.0,0.0,1.0,0.05,0.6966,1685800.0,0.0,normal
S005513,d.sharma,analyst,10.0,3.0,0.0,0.0,1.0,692.0,6.0,2.0,7298.0,1.0,0.0,2.0,0.0,2.0,0.05,0.7921,0,0.0,normal
S008645,t.banerjee,dba,10.0,2.0,0.0,0.0,0.0,633.0,10.0,2.0,13826.0,0.0,0.0,4.0,0.0,1.0,0.05,0.6657,0,0.0,normal
S002094,a.fernandes,teller,9.0,0.0,0.0,0.0,0.0,563.0,8.0,1.0,320.0,2.0,0.0,1.0,0.0,0.0,0.05,0.7846,59700.0,0.0,normal
S006230,r.krishnan,teller,9.0,2.0,0.0,0.0,0.0,501.0,8.0,4.0,153.0,4.0,0.0,1.0,0.0,0.0,0.05,0.6802,17800.0,0.0,normal
S002804,l.mathew,manager,8.0,4.0,0.0,0.0,0.0,694.0,10.0,2.0,2393.0,0.0,0.0,3.0,0.0,0.0,0.05,0.6966,0,0.0,normal
S005014,l.mathew,manager,8.0,2.0,0.0,0.0,0.0,661.0,8.0,2.0,989.0,103.0,0.0,3.0,0.0,0.0,0.05,0.7053,0,0.0,normal
S009004,h.qureshi,sysadmin,10.0,1.0,0.0,0.0,0.0,841.0,9.0,7.0,4399.0,0.0,0.0,5.0,0.0,8.0,0.05,0.7314,0,0.0,normal
S002635,n.pillai,domain_admin,9.0,0.0,0.0,0.0,0.0,608.0,12.0,8.0,1347.0,2102.0,0.0,6.0,0.0,0.0,0.05,0.8621,0,0.0,normal
S003101,p.nair,officer,10.0,1.0,0.0,0.0,0.0,574.0,7.0,3.0,713.0,0.0,0.0,2.0,0.0,1.0,0.05,0.8067,889600.0,0.0,normal
S010214,d.sharma,analyst,10.0,3.0,1.0,1.0,8.0,560.0,19.0,10.0,642921.0,6.0,0.0,2.0,0.0,0.0,0.95,1.6722,0,0.0,compromised
S003304,r.krishnan,teller,9.0,1.0,0.0,0.0,0.0,495.0,10.0,4.0,222.0,9.0,0.0,1.0,0.0,0.0,0.05,0.791,99000.0,0.0,normal
S008440,a.fernandes,teller,10.0,4.0,0.0,0.0,0.0,572.0,9.0,3.0,221.0,4.0,0.0,1.0,0.0,1.0,0.05,0.8823,29800.0,0.0,normal
S002637,n.pillai,domain_admin,10.0,0.0,0.0,0.0,0.0,626.0,8.0,4.0,667.0,1565.0,0.0,6.0,0.0,1.0,0.05,0.8066,0,0.0,normal
S010208,h.qureshi,sysadmin,22.0,0.0,1.0,1.0,5.0,10.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,8.0,0.6,0.7203,0,0.0,compromised
